,Unnamed: 0,pub_date,actual,forecast,previous,rolling_std,z-score,1,5,6,7
354,354,2015-01-29,-94,-113,-216,84.57093131946945,0.22466348310895248,57.880001,55.52,6250400,-0.04714205572097363
355,355,2015-02-05,-115,-119,-94,74.91869330187627,0.0533912141777815,53.599998,53.119999,3367300,-0.04418982985567199
356,356,2015-02-12,-160,-165,-115,72.0813933878034,0.06936602866567268,57.119999,55.52,3696700,0.04418982985567199
357,357,2015-02-19,-111,-110,-160,70.24906987414006,-0.014235063920299931,57.84,57.799999,2675600,0.04024544217874482
358,358,2015-02-26,-219,-241,-111,71.77278964435845,0.3065228495229496,56.880001,54.560001,3512600,-0.057687726513641735
359,359,2015-03-05,-228,-224,-219,73.86284381859186,-0.054154427222218166,56.119999,57.560001,2226100,0.0535268675286904
360,360,2015-03-12,-198,-189,-228,71.85649630065505,-0.12524963591799776,57.400002,55.599998,1810000,-0.03464473410702951
361,361,2015-03-19,-45,-50,-198,72.36790473934997,0.06909140202426305,57.52,57.040001000000004,3394700,0.025569628352283935
362,362,2015-03-26,12,10,-45,78.75330680887838,0.02539575899782441,55.279999,53.959998999999996,1967500,-0.055509780830288236
363,363,2015-04-02,-18,-9,12,86.9224663220916,-0.10354055034115643,52.759997999999996,54.400002,2250600,0.008121177819293557
364,364,2015-04-09,15,10,-18,90.70143328525738,0.055125920494276254,52.599998,51.0,2766700,-0.06453855790227658
365,365,2015-04-16,63,52,15,97.86400582626707,0.11240087616613338,51.84,53.84,2648600,0.05419105261214652
366,366,2015-04-23,90,83,63,110.97324274824359,0.06307826847846879,51.400002,51.040001000000004,2598000,-0.05340702670746156
367,367,2015-04-30,81,79,90,118.88025551585574,0.016823651592280168,50.880001,53.84,3369000,0.05340702670746156
368,368,2015-05-07,76,75,81,120.31536842310659,0.008311490153804406,55.360001000000004,54.200001,1382000,0.006664241559312778
369,369,2015-05-14,111,112,76,125.39416641015232,-0.007974852647682955,57.360001000000004,59.360001000000004,1516000,0.09093968880970138
370,370,2015-05-21,92,100,111,112.36314908691048,-0.07119771975963554,58.240002000000004,58.279999,1626700,-0.018361651537027512
371,371,2015-05-28,112,95,92,88.890594996253,0.19124632927382929,54.040001000000004,52.68,2472900,-0.10102308729337839
372,372,2015-06-04,132,119,112,56.049423536624154,0.2319381570714185,50.919998,51.0,2240300,-0.032410244150754774
373,373,2015-06-11,111,114,132,46.7866693005863,-0.06412082853614044,56.119999,54.720001,2055400,0.07040365886482336
374,374,2015-06-18,89,95,111,42.754053502669095,-0.1403375705563316,54.959998999999996,54.040001000000004,2260700,-0.01250475999234002
375,375,2015-06-25,75,79,89,30.0003787854875,-0.13333164986353355,54.16,54.880001,2669300,0.015424470042394667
376,376,2015-07-02,69,74,75,20.82448296858993,-0.2401019995330314,54.240002000000004,54.240002000000004,2082200,-0.011730321133907928
377,377,2015-07-09,91,86,69,18.77841281575174,0.26626318470354915,51.48,52.400002,2044900,-0.034512051010361144
378,378,2015-07-16,99,89,91,18.78022815881029,0.5324748940980646,55.599998,54.959998999999996,1750300,0.047699000224108
379,379,2015-07-23,61,71,99,20.88859337852443,-0.4787301767423461,55.84,54.16,1972700,-0.014663001115023278
380,380,2015-07-30,52,53,61,23.648307005839246,-0.04228632517977207,53.959998999999996,53.32,1472700,-0.01563113329351129
381,381,2015-08-06,32,46,52,28.18593567183765,-0.4967016232137463,52.48,53.84,1327200,0.00970519002596415
